id,canonical_name,synonyms
adxs-neo,ADXS-NEO,"['Lm-tLLO-neoantigens vaccine ADXS-NEO', 'Neoepitope-based Immunotherapeutic ADXS-NEO', 'ADXS NEO', 'ADXS-NEO']"
ustekinumab,Ustekinumab,['Ustekinumab']
h1299_lysate_vaccine,H1299 lysate vaccine,"['H1299 tumor cell lysate vaccine', 'H1299 lysate vaccine']"
ff-10101,FF-10101,['FF-10101']
urlc10-comma-_cdca1-comma-_and_kif20a_peptides_vaccine,"URLC10, CDCA1, and KIF20A peptides vaccine","['URLC10, CDCA1, and KIF20A peptides vaccine']"
oncoquest-ccl,Oncoquest-CCL,['Oncoquest-CCL']
mannan-muc1-pulsed_dendritic_cell,Mannan-MUC1-pulsed dendritic cell,"['mucin 1 (MUC1) VNTR recombinant protein conjugated to oxidized mannan', 'Mannan-MUC1 DC', 'mannan-MUC1 fusion protein (MFP)', 'Mannan-MUC1-pulsed dendritic cell']"
larotrectinib,Larotrectinib,"['LOXO-101', 'VITRAKVI', 'Larotrectinib']"
foxm1-262-comma-_melk-87-7n-comma-_hjurp408-comma-_veg--etcnqahi,"FOXM1-262, MELK-87-7N, HJURP408, VEGFR1-1084, VEGFR2-169 Multiple Epitope Peptide Vaccine","['FOXM1-262, MELK-87-7N, HJURP408, VEGFR1-1084, VEGFR2-169 Multiple Epitope Peptide Vaccine']"
emb-01,EMB-01,"['FIT-013a', 'EMB01', 'EMB 01', 'EMB-01']"
jnj-64041757,JNJ-64041757,"['LADD Listeria monocytogenes JNJ-64041757', 'ADU-214', 'live-attenuated Listeria monocytogenes encoding EGFRvIII-mesothelin vaccine JNJ-64041757', 'JNJ-64041757']"
plx2853,PLX2853,"['PLX 2853', 'PLX-2853', 'PLX2853']"
darbepoetin_alfa,Darbepoetin alfa,"['NESP', 'Nespo', 'Aranesp', 'KRN321', 'Darbepoetin alfa']"
cetuximab,Cetuximab,"['Anti-EGFR monoclonal antibody CMAB009', 'CMAB009', 'C225', 'Erbitux', 'Cetuximab']"
grt-c901,GRT-C901,['GRT-C901']
lcl161,LCL161,"['LCL-161', 'LCL161']"
adh-1,ADH-1,"['Exherin', 'ADH-1 pentapeptide', 'ADH-1']"
urlc10_peptides_vaccine,URLC10 peptides vaccine,"['URLC10 peptide', 'HLA-A*2402-restricted URLC10 peptides vaccine', 'URLC10-177', 'LYK6K peptide', 'URLC10 peptides vaccine']"
ql-xii-61,QL-XII-61,['QL-XII-61']
gdc-0077,GDC-0077,"['RG6114', 'GDC-0077']"
cofetuzumab_pelidotin,Cofetuzumab pelidotin,"['PTK7-ADC', 'Anti-PTK7 ADC', 'PF-06647020', 'Cofetuzumab pelidotin']"
asp8374,ASP8374,"['ASP 8374', 'ASP-8374', 'ASP8374']"
ganciclovir,Ganciclovir,"['Nordeoxyguanosine', 'BW-B759U', 'BW 759U', 'Virgan', 'Cymevan', 'Ganciclovir']"
4-l---u-91--131i--u-93--iodo-phenylalanine,4-L-[131I]iodo-phenylalanine,"['131I-IPA', '4-L-[131I]iodo-phenylalanine']"
ab680,AB680,['AB680']
valganciclovir,Valganciclovir,"['Valcyte', 'VGCV', 'Valganciclovir']"
jcar014,JCAR014,"['autologous anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ central memory T lymphocytes JCAR014', 'JCAR014']"
js001,Toripalimab,"['JS001', 'TAB-001', 'Teriprizumab', 'Triprilimab', 'Toripalimab']"
68ga-pentixafor,68Ga-Pentixafor,"['68Ga pentixafor', 'Ga68 pentixafor', 'Ga-68 pentixafor', 'gallium Ga 68 pentixafor', '68Ga-Pentixafor']"
recombinant_human_papillomavirus_-lpar-hpv-rpar-_nonav--etczgdlz,Recombinant Human Papillomavirus (HPV) Nonavalent Vaccine,"['Gardasil 9', 'Recombinant Human Papillomavirus (HPV) Nonavalent Vaccine']"
cyt-0851,CYT-0851,"['CYT0851', 'CYT 0851', 'CYT-0851']"
alt-803,ALT-803,"['ALT 803', 'N 803', 'ALT803', 'IL-15N72D/IL-15Ra-Fc', 'N-803', 'IL-15N72D:IL-15RaSu/Fc fusion complex', 'ALT-803']"
cmk,CMK,"['KIN001-128', 'CMK']"
gs-4224,gs-4224,['gs-4224']
ioa-244,IOA-244,"['IOA 244', 'IOA244', 'IOA-244']"
ql-x-138,QL-X-138,['QL-X-138']
dky709,DKY709,['DKY709']
muc1-comma-_cea-comma-_her-2-slash-neu-comma-_telomera--etc5cmlb,"MUC1, CEA, Her-2/neu, telomerase, survivin, MAGE-A1 mRNA-based vaccine","['MUC1, CEA, Her-2/neu, telomerase, survivin, MAGE-A1 mRNA-based vaccine']"
chp-mage-a4_cancer_vaccine,CHP-MAGE-A4 cancer vaccine,"['CHP-MAGE-A4 vaccine', 'Cholesterol-bearing hydrophobized pullulan (CHP)/MAGE-A4 protein', 'CHP-MAGE-A4 cancer vaccine']"
calcium_folinate,Calcium folinate,"['Wellcovorin', 'Folinic acid', 'levofolinate calcium', 'Leucovorin Calcium', 'leucovorin', 'Calcium folinate']"
liposomal_paclitaxel,Liposomal paclitaxel,"['Paclitaxel liposomal', 'LEP-ETU', 'LEP', 'Paclitaxel liposome', 'PNU-93914', 'liposome-encapsulated paclitaxel', 'Liposomal paclitaxel']"
gc4419,GC4419,"['Avasopasem Manganese', 'SC-72325', 'M40403', 'GC4419']"
farletuzumab_,Farletuzumab,"['MORAb-003', 'Farletuzumab']"
k27m_peptide_vaccine,K27M peptide vaccine,['K27M peptide vaccine']
ofranergene_obadenovec,Ofranergene obadenovec,"['VB-111', 'Ofranergene obadenovec']"
promitil,Promitil,"['PL-MLP', 'Promitil']"
axitinib,Axitinib,"['AG-013736', 'Inlyta', 'Axitinib']"
bgb-a425,BGB-A425,"['BGBA425', 'BGB A425', 'BGB-A425']"
acyclovir,Acyclovir,"['Acyclovir sodium', 'Zovirax', 'Acyclovir']"
immunicell,ImmuniCell,['ImmuniCell']
candesartan,Candesartan,"['Biopress', 'Atacand', 'Candesartan']"
id-lv305,ID-LV305,"['dendritic cell-targeting lentiviral vector ID-LV305', 'cancer vaccine DCVex NY-ESO-1 Immune Design', 'DCVex™/NY-ESO-1 cancer vaccine Immune Design', 'LV 305', 'DCvex-NY-ESO-1', 'ID-LV305']"
mocetinostat,Mocetinostat,"['MGCD0103', 'Mocetinostat']"
gp100-colon-154-162_peptide_vaccine,gp100:154-162 peptide vaccine,['gp100:154-162 peptide vaccine']
losartan,Losartan,"['Losartan potassium', 'Cozaar', 'Losartan']"
autologous_cd5-specific_car-28_zeta_car_t_cells,Anti-CD5 CAR -T cells,"['autologous CD5.CAR/28zeta CAR T cells', 'CD5.CAR / 28 T Cells', 'Anti-CD5 CAR -T cells']"
ad-isf35,Ad-ISF35,"['Ad-CD154 ISF35', 'rAd.CD40L', 'Ad-CD40L ISF35', 'recombinant adenovirus encoding CD40 ligand ISF35-transduced B lymphocytes', 'adcd40l', 'Ad-ISF35']"
sonolisib,Sonolisib,"['PX-866', 'Wortmannin', 'KY 12420', 'Sonolisib']"
yttrium-90_-lpar-90y-rpar--dota-m5a,Yttrium-90 (90Y)-DOTA-M5A,"['Yttrium Y 90 DOTA Anti-CEA Monoclonal Antibody M5A', 'Y90-DOTA-M5A', 'Yttrium-90 (90Y)-DOTA-M5A']"
sgn-liv1a,Ladiratuzumab vedotin,"['SGN-LIV1A', 'Anti-LIV-1 ADC', 'Ladiratuzumab vedotin']"
azintuxizumab_vedotin,Azintuxizumab vedotin,"['ABBV-838', 'Azintuxizumab vedotin']"
xmd13-2,XMD13-2,['XMD13-2']
lapatinib,Lapatinib,"['Tyverb', 'Lapatinib Ditosylate', 'Tykerb', 'Lapatinib']"
ku-0060648,KU-0060648,"['KU0060648', 'KU 0060648', 'KU-0060648']"
ab928,AB928,"['AB-928', 'AB 928', 'AB928']"
abbv-647,ABBV-647,['ABBV-647']
car-t-colon-_anti-cd33-comma-_ii_generation_-lpar-cd3z--etcf9wif,"CAR-T: Anti-CD33, II generation (CD3zeta_4-1BB)","['CAR-T: Anti-CD33, II generation (CD3zeta_4-1BB)']"
hig2-9-4_peptide,HIG2-9-4 peptide,"['HLA-A02 restricted HIG2', 'HIG2-9-4 peptide']"
pan-raf_inhibitor_ly3009120,LY3009120,"['LY 3009120', 'DP-4978', 'LY-3009120', 'LY3009120']"
mps160_peptide_vaccine,MPS160 Peptide Vaccine,"['GRAMLGTHTMEVTV', 'gp100 175–189 peptide', 'MPS160 Peptide Vaccine']"
dnx-2440,DNX-2440,"['DNX 2440', 'DNX2440', 'DNX-2440']"
targomirs,TargomiRs,['TargomiRs']
rolapitant,Rolapitant,"['Rolapitant Hydrochloride', 'Varubi', 'Rolapitant']"
mipsagargin,Mipsagargin,"['thapsigargin prodrug G-202', 'G-202', 'Mipsagargin']"
everolimus,Everolimus,"['42-O-(2-Hydroxy)ethyl Rapamycin', 'Zortress', 'Afinitor', 'Everolimus']"
mavorixafor,Mavorixafor,['Mavorixafor']
valspodar,Valspodar,"['PSC-833', 'Amdray', 'PSC 833', 'Valspodar']"
patupilone,Patupilone,"['Epothilone B', 'EPO906', 'GNF-PF-193', 'Patupilone']"
ft819,FT819,['FT819']
polyestradiol_phosphate,Polyestradiol phosphate,"['Estradurin', 'PEP', 'Polyestradiol phosphate']"
atlcar-dot-cd30,ATLCAR.CD30,"['CAR-CD30-28zeta-specific autologous T cells', 'anti-CD30-CAR/CD28z retroviral vector-transduced autologous T cells', 'SFG.CAR.CD30 autologous T lymphocytes', 'ATLCAR.CD30-CD28zeta cells', 'ATLCAR.CD30 cells', 'ATL-expressing CD30-CAR-CD28zeta', 'autologous CAR-CD19-CD28-zeta-transduced T lymphocytes', 'ATLCAR.CD30']"
avelumab,Avelumab,"['BAVENCIO', 'MSB0010718C', 'Avelumab']"
niraparib,Niraparib,"['ZL-2306', 'niraparib tosylate monohydrate', 'MK-4827', 'Zejula', 'Niraparib']"
rosiglitazone,Rosiglitazone,"['Avandia', 'ROS', 'BRL49653', 'rosiglitazone maleate', 'Rosiglitazone']"
total_body_irradiation_-lpar-tbi-rpar-,Total body irradiation (TBI),"['Total body irradiation', 'TBI', 'Total body irradiation (TBI)']"
regn1979,REGN1979,['REGN1979']
regn5459,REGN5459,['REGN5459']
monoclonal_antibody_105ad7_anti-idiotype_vaccine,monoclonal antibody 105AD7 anti-idiotype vaccine,"['105AD7', 'MOAB 105AD7', 'monoclonal antibody 105AD7 anti-idiotype vaccine']"
autologous_tumor-infiltrating_lymphocytes,Autologous tumor-infiltrating lymphocytes,"['LN145', 'TIL', 'LN-145', 'autologous TILs LN-145', 'autologous tumor-infiltrating lymphocytes LN-145', 'Autologous tumor-infiltrating lymphocytes']"
fulvestrant,Fulvestrant,"['Faslodex', 'Fulvestrant']"
autologous_tc_vaccine,Autologous TC vaccine,"['ATV', 'Autologous TC vaccine']"
bx-795,BX-795,['BX-795']
hpph,HPPH,"['Photochlor', 'HPPH']"
chp-her2_vaccine,CHP-HER2 vaccine,['CHP-HER2 vaccine']
glioblastoma_lysate-pulsed_dendritic_cells,Glioblastoma lysate-pulsed dendritic cells,['Glioblastoma lysate-pulsed dendritic cells']
lintuzumab-ac225,Lintuzumab-Ac225,"['Ac225', '(225Ac)-Lintuzumab', 'Ac-225', 'Actimab-A', 'Lintuzumab-Ac225']"
dfp-14927,DFP-14927,"['DFP 14927', 'DFP14927', 'DFP-14927']"
cdca1-comma-_cdh3-comma-__kif-20a_peptide_vaccines,CDCA1/CDH3/KIF20A peptide vaccines,['CDCA1/CDH3/KIF20A peptide vaccines']
timolol_maleate,Timolol maleate,"['Timoptic-XE', 'Timolol maleate']"
pro131921,PRO131921,"['humanized anti-CD20 monoclonal antibody PRO131921', 'C550338', 'PRO 131921', 'PRO-131921', 'PRO131921']"
ono_7475,ONO 7475,"['ONO7475', 'ONO-7475', 'ONO 7475']"
monoclonal_antibody_11d10_anti-idiotype,Monoclonal antibody 11D10 anti-idiotype,"['TriAb 11D10 anti-idiotype vaccine', 'MOAB 11D10 anti-idiotype', 'TriAb anti-idiotype antibody vaccine', 'MOAB 11D10 VAC', 'Monoclonal antibody 11D10 anti-idiotype']"
iscomatrix,Iscomatrix,"['Saponin-cholesterol-phospholipid adjuvant', 'Iscomatrix']"
derazantinib,Derazantinib,"['ARQ 087', 'Derazantinib']"
g9-209-2m_peptide_vaccine,G9-209-2M peptide vaccine,"['gp100:209-217(210M) (IMDQVPFSV)', 'NSC 683472', 'gp100:209-217(210M)', 'gp100:209-217(210M) peptide vaccine', 'G9-209-2M peptide vaccine']"
lcar-b4822m,LCAR-B4822M,"['LCARB4822M', 'LLCAR B4822M', 'LCAR-B4822M']"
nk1-ra,NK1-RA,"['NK1 RA', 'NK1-RA']"
moxifloxacin,Moxifloxacin,"['Viagmox', 'BAY 128039', 'MOXI', 'Avelox', 'moxifloxacin hydrochloride', 'Moxifloxacin']"
bi-1206,BI-1206,['BI-1206']
car-t-colon-_anti-egfr-comma-_ii_generation_-lpar-cd3z--etcwypaa,"CAR-T: Anti-EGFR, II generation (CD3zeta_4-1BB)","['CAR-T: Anti-EGFR, II generation (CD3zeta_4-1BB)']"
tl-895,TL-895,['TL-895']
srf388,SRF388,['SRF388']
tisotumab_vedotin,Tisotumab Vedotin,"['HuMax-TF-ADC', 'anti-TF monoclonal antibody-MMAE conjugate', 'HuMax®-TF-ADC', 'Tisotumab Vedotin']"
pirarubicin,Pirarubicin,"['Therarubicin', 'Tepirubicin', 'Pirarubicin hydrochloride', 'Pirarubicin']"
wx-554,WX-554,['WX-554']
ivac-l-cll01,iVAC-L-CLL01,"['Peptide Vaccine iVAC-L-CLL01', 'iVAC-L-CLL01']"
mgn1601,MGN1601,"['IL-7/GM-CSF/CD80/CD154-encoding synthetic dSLIM-30L1 allogeneic renal cell carcinoma vaccine MGN1601', 'allogeneic renal cell carcinoma vaccine MGN1601', 'MGN1601']"
tildrakizumab,Tildrakizumab,"['MK‐3222', 'Tildrakizumab']"
doxorubicin_liposomal,Liposomal doxorubicin,"['DOXIL', 'PLD', 'Myocet', 'NPLD', 'doxorubicin liposomal', 'Caelyx', 'Liposomal doxorubicin']"
tbi-1201,TBI-1201,"['MAGE-A4-specific TCR gene-transduced T lymphocytes TBI-1201', 'TBI-1201']"
tti-621,TTI-621,"['SIRPaF', 'TTI-621']"
otsa101-dtpa-90y,OTSA101-DTPA-90Y,['OTSA101-DTPA-90Y']
ave1642,AVE1642,"['Anti-CD122 monoclonal antibody AVE1642', 'C545477', 'Anti-IGF-1R monoclonal antibody AVE1642', 'AVE 1642', 'AVE1642']"
trastuzumab_deruxtecan,Trastuzumab deruxtecan,"['ENHERTU', 'T-DXD', 'DS-8201a', 'DS-8201', 'fam-trastuzumab deruxtecan-nxki', 'C000614160', 'Trastuzumab deruxtecan']"
ima950_vaccine,IMA950 vaccine,"['glioblastoma multiforme multipeptide vaccine IMA950', 'GBM multi-antigen vaccine IMA950', 'IMA950', 'IMA950 vaccine']"
xmd_8-92,XMD 8-92,['XMD 8-92']
relacorilant,Relacorilant,"['CORT 125134', 'CORT125134', 'CORT-125134', 'Relacorilant']"
milciclib,Milciclib,['Milciclib']
ds-6157a,DS-6157a,['DS-6157a']
aminoglutethimide,Aminoglutethimide,"['Orimeten', 'Aminoglutetimide', 'BA 16038', 'Elipten', 'Aminoglutethimide']"
sti-3031,STI-3031,"['STI-A1015', 'IMC-001', 'IMC 001', 'STI-3031']"
amifostine,Amifostine,"['amifostine trihydrate', 'aminopropylaminoethylthiophosphoric acid trihydrate', 'Etyol', 'ethiofos', 'gammaphos', 'Ethyol', 'Amifostine']"
zolbetuximab,Zolbetuximab,"['IMAB362', 'IMAB 362', 'Claudiximab', 'Zolbetuximab']"
voriconazole,Voriconazole,['Voriconazole']
stereotactic_radiation_therapy_-lpar-srt-rpar-,Stereotactic body radiation therapy,"['Stereotactic body radiotherapy', 'Stereotactic ablative radiotherapy', 'SBRT', 'Stereotactic radiation', 'SABR', 'Stereotactic ablative radiation therapy', 'Stereotactic radiation therapy', 'Stereotactic radiotherapy', 'Stereotactic body radiation therapy']"
mga012,MGA012,"['Retifanlimab', 'INCMGA 0012', 'MGA 012', 'INCMGA00012', 'INCMGA-0012', 'INCMGA0012', 'MGA-012', 'MGA012']"
dinaciclib,Dinaciclib,"['Cyclin-dependent kinase inhibitor SCH 727965', 'SCH727665', 'D09604', 'CDK inhibitor SCH 727965', 'SCH-727965', 'C553669', 'SCH 727965', 'PS-095760', 'MK-7965', 'Dinaciclib']"
allogeneic_carcik-cd19_cells,Allogeneic CARCIK-CD19 cells,"['Transposon-manipulated allogeneic CARCIK-CD19 cells', 'Allogeneic CD19 CAR-transfected cytokine-induced killer cells', 'Allogeneic CARCIK-CD19 cells']"
agen1884,AGEN1884,"['AGEN-1884', 'AGEN1884']"
dmog,DMOG,"['Dimethyloxalylglcine', 'DMOG']"
levamisole,Levamisole,"['Ergamisole', 'Solaskil', 'Ergamisol', 'LEV', 'Ketrax', 'Ascaridil', 'Decaris', 'Levamisole']"
153sm-lexidronam,153Sm-lexidronam,"['Quadramet', 'Samarium ethylenediaminetetramethylenephosphonate', 'D08504', '153Sm-EDTMP', 'Sm 153 lexidronam pentasodium', 'Sm-153 EDTMP', 'Samarium Sm 153 lexidronam pentasodium', 'Samarium-153 EDTMP', 'Samarium-153 lexidronam', 'Samarium-153-EDTMP', 'C061972', 'Samarium (153Sm) lexidronam sodium', 'Sm-EDTMP', 'Samarium Sm-153 lexidronam', '153Sm-lexidronam']"
evofosfamide,Evofosfamide,"['TH-302', 'Evofosfamide']"
zenocutuzumab,Zenocutuzumab,"['MCLA-128', 'PB4188', 'R040517', 'Zenocutuzumab']"
roniciclib,Roniciclib,['Roniciclib']
ql-xii-47,QL-XII-47,['QL-XII-47']
fosaprepitant,Fosaprepitant,['Fosaprepitant']
rofecoxib,Rofecoxib,"['C116926', 'MK-966', 'Vioxx', 'MK 966', 'Ceoxx', 'MK-0966', 'D00568', 'MK 0966', 'Rofecoxib']"
modified_cea_peptide,Modified CEA Peptide,"['CEA:571-579 (576D)', 'carcinoembryonic antigen peptide 1-6D', 'CAP-1-6D peptideCEA PEP 1-6D', 'mCEA Peptide', 'Modified CEA Peptide']"
4scar-cd22-slash-cd123-slash-cd38-slash-cd10-slash-cd20,4SCAR-CD22/CD123/CD38/CD10/CD20,['4SCAR-CD22/CD123/CD38/CD10/CD20']
srf617,SRF617,['SRF617']
cpi-0610,CPI-0610,"['CPI 0610', 'CPI-0610']"
gvax_pancreatic_cancer_vaccine,GVAX pancreatic cancer vaccine,"['PANC 10.05 pcDNA-1/GM-Neo', 'allogeneic GM-CSF-secreting pancreatic tumor cell vaccine', 'PANC 6.03 pcDNA-1/GM-Neo vaccine', 'GVAX pancreas', 'GVAX allogeneic irradiated pancreatic tumor cell vaccine', 'GM-CSF gene transduced allogeneic pancreatic cancer vaccine', 'allogenic GM-CSF-secreting lethally irradiated pancreatic tumor cell vaccine', 'GVAX pancreatic cancer vaccine']"
medi7247,MEDI7247,"['MEDI 7247', 'MEDI7247']"
fbta05,FBTA05,"['FBTA-05', 'Bi20', 'Lymphomun', 'FBTA05']"
gl-onc1,GL-ONC1,"['light-emitting oncolytic vaccinia virus GL-ONC1', 'GLV-1h68', 'GL-ONC1']"
ly2090314,LY2090314,['LY2090314']
f16-il2,F16-IL2,"['F16 scFv anti-tenascin C fused to IL2', 'teleukin', 'F16-IL2']"
psa-slash-pap-slash-survivin-slash-htert_mrna_transfec--etcuit8z,PSA/PAP/Survivin/hTERT mRNA transfected autologous DCs,"['utologous dendritic cells transfected with PSA/PAP/survivin/hTERT mRNA', 'PSA/PAP/Survivin/hTERT mRNA transfected autologous DCs']"
apvo436,APVO436,"['APVO 436', 'APVO-436', 'APVO436']"
afm13,AFM13,['AFM13']
amg_553,AMG 553,"['AMG553', 'AMG-553', 'AMG 553']"
abbv-155,ABBV-155,"['ABBV155', 'ABBV 155', 'ABBV-155']"
jwcar029,JWCAR029,"['JWCAR-029', 'JWCAR 029', 'autologous CD19-targeted CAR T cells JWCAR029', 'JWCAR029']"
tabalumab,Tabalumab,"['LY 2127399', 'anti-BAFF monoclonal antibody LY2127399', 'C575974', 'Ly-2127399', 'D10083', 'LY2127399', 'Tabalumab']"
abaloparatide,Abaloparatide,"['BA058', 'BIM-44058', 'Tymlos', 'Abaloparatide']"
gen3013,GEN3013,"['DuoBody-CD3xCD20', 'GEN3013']"
pds0101,PDS0101,['PDS0101']
dc1-ctl,DC1-CTL,"['autologous DC1-CTL', 'DC1-induced antigen-specific autologous CTLstype-1 polarized DC-induced antigen-specific autologous CTLs', 'DC1-CTL']"
rilimogene_galvacirepvec,Rilimogene galvacirepvec,"['PSA-TRICOM', 'PROSTVAC-V/TRICOM', 'rvaccinia-prostate-specific antigen-TRICOM vaccine', 'rvaccinia-PSA-TRICOM vaccine', 'Prostvac-V', 'recombinant vaccinia-PSA(L155)/TRICOM vaccine', 'vPSA-TRI', 'Rilimogene galvacirepvec']"
repotrectinib,Repotrectinib,"['TPX-0005', 'Repotrectinib']"
car-t-colon-_anti-ror1-comma-_ii_generation_-lpar-unknown-rpar-,"CAR-T: Anti-ROR1, II generation (unknown)","['CAR-T: Anti-ROR1, II generation (unknown)']"
rolinsatamab_talirine,Rolinsatamab talirine,"['ABBV-176', 'h16f', 'DC-1630993', 'Rolinsatamab talirine']"
pazopanib,Pazopanib,"['Pazopanib Hydrochloride', 'Votrient', 'Pazopanib']"
btx-a51,BTX-A51,"['BTX A51', 'BTXA51', 'BTX-A51']"
retinol,Retinol,['Retinol']
ceritinib,Ceritinib,"['LDK378', 'Zykadia', 'Ceritinib']"
ursolic_acid,Ursolic acid,"['Ursolic acid liposomal', 'Merotaine', 'C005466', 'C08988', 'Ursolic acid']"
cael-101,CAEL-101,['CAEL-101']
padre,PADRE,"['Pan HLA-DR T helper cell epitope', 'Pan DR helper T cell epitope', 'PADRE']"
vosaroxin,Vosaroxin,"['Voreloxin', 'Vosaroxin']"
lonaprisan,Lonaprisan,"['ZK230211', 'ZK 230211', 'Progesterone receptor antagonist ZK 230211', 'ZK-230211', 'Lonaprisan']"
gvax-pca,GVAX-PCa,"['galgenprostucel L', 'Galgenprostucel-L', 'D10015', 'GVAX prostate cancer vaccine', 'litgenprostucel L', 'Litgenprostucel-L', 'D10010', 'GVAX-PCa']"
humanized_selective_cd19car-t_cells,Humanized Selective CD19CAR-T cells,"['humanized anti-CD19 scFv CAR-T', 'hCAR-T', 'hsCAR', '(hs) CD19 CAR', 'Humanized Selective CD19CAR-T cells']"
cyad-101,CYAD-101,"['CYAD-01', 'CM CS-1', 'NKR-2', 'CM-CS-1', 'NKR 2', 'CYAD-101']"
znd5,ZNd5,"['ZN-d5', 'ZNd5']"
p10s-padre_vaccine,P10s-PADRE vaccine,"['mimotope-P10s-PADRE peptide vaccine', 'P10s-PADRE', 'Chemovax', 'P10s-PADRE vaccine']"
zen003694,ZEN003694,"['ZEN3694', 'ZEN 3694', 'ZEN-3694', 'ZEN003694']"
imf-001,IMF-001,"['cholesterol-bearing hydrophobized pullulan NY-ESO-1 protein', 'CHP-NY-ESO-1 peptide vaccine IMF-001', 'IMF-001']"
dengue_virus-1_--u-35--45az5,Dengue Virus-1 #45AZ5,"['DV-1 #45AZ5', 'Dengue-1 #45AZ5', 'Dengue Virus-1 #45AZ5']"
micellar_nanoparticle-encapsulated_epirubicin,Micellar nanoparticle-encapsulated epirubicin,"['nanoparticle epirubicin', 'NC-6300', 'epirubicin-conjugated polymer micelles', 'K-912', 'Micellar nanoparticle-encapsulated epirubicin']"
pelitinib,Pelitinib,"['EKB-569', 'Pelitinib']"
ina03,INA03,['INA03']
letrozole,Letrozole,"['Femara', 'Letrozole']"
gz17-6-dot-02,GZ17-6.02,"['GZ176.02', 'GZ17 6.02', 'GZ17-6.02']"
orienx010,OrienX010,"['recombinant hGM-CSF', 'oncolytic herpes simplex virus encoding GM-CSF', 'HSV-encoding GM-CSF', 'OrienX010']"
bay2287411,BAY2287411,"['BAY-2287411', 'BAY  2287411', 'BAY2287411']"
lumretuzumab,Lumretuzumab,"['RO5479599', 'Lumretuzumab']"
wztl002-1,WZTL002-1,"['WZTL-002', '1928T2z CAR-T cells', 'WZTL002-1']"
memantine,Memantine,"['Ebixia', 'Namenda', 'Memantine']"
ibuprofen,Ibuprofen,['Ibuprofen']
icrucumab,Icrucumab,['Icrucumab']
erc1671,ERC1671,"['ERC-1671', 'glioblastoma cancer vaccine ERC1671', 'Gliovac', 'ERC1671']"
ping-hher3fl,pING-hHER3FL,['pING-hHER3FL']
emibetuzumab,Emibetuzumab,"['LY-2875358', 'LY2875358', 'c-MET monoclonal antibody emibetuzumab', 'LA-480', 'Emibetuzumab']"
icp-022,Orelabrutinib,"['ICP-022', 'ICP 022', 'ICP022', 'Orelabrutinib']"
osi-027,OSI-027,['OSI-027']
mil62,MIL62,['MIL62']
dhes0815a,DHES0815A,['DHES0815A']
pacritinib,Pacritinib,"['SB1518', 'Pacritinib']"
h3b-6545,H3B-6545,"['H3B 6545', 'SERCA H3B-6545', 'H3B-6545']"
amg_596,AMG 596,"['AMG-596', 'AMG596', 'AMG 596']"
wz-1-84,WZ-1-84,"['KIN001-123', 'WZ-1-84']"
tg1042,TG1042,"['interferon-gamma-expressing adenovirus vaccine ASN-002', 'Ad-IFNg', 'ASN-002', 'INFg-expressing Ad vaccine ASN-002', 'TG1042']"
cs1003,CS1003,['CS1003']
elisidepsin,Elisidepsin,['Elisidepsin']
trichostatin_a,Trichostatin A,['Trichostatin A']
palifermin,Palifermin,"['Kepivance', 'Palifermin']"
megestrol_acetate,Megestrol Acetate,"['Megace', 'Megestrol', 'Megestrol Acetate']"
gpi-0100,GPI-0100,"['C484998', 'GPI-0100 adjuvant', 'GPI0100', 'GPI-0100']"
cixutumumab,Cixutumumab,"['anti-IGF-1R recombinant monoclonal antibody IMC-A12', 'LY3012217', 'C557414', 'D09328', 'IMC-A12', 'NSC 742460', 'Cixutumumab']"
deb-tace,DEB-TACE,['DEB-TACE']
imp321,IMP321,"['efti', 'Eftilagimod alpha', 'IMP321']"
cdx-527,CDX-527,['CDX-527']
mva-bn-cv301,MVA-BN-CV301,"['MVA-BN vaccine CV301', 'modified vaccinia Ankara-Bavarian Nordic vaccine CV301', 'prime cancer vaccine MVA-BN-CV301', 'prime vaccine CV301', 'MVA-BN-CV301']"
--u-945----u-946--t_cell_therapy,Alpha-Beta Immuno Cell therapy,"['αβT cell therapy', 'Alpha-Beta Immuno Cell therapy']"
sorafenib,Sorafenib,"['Sorafenib Tosylate', 'Nexavar', 'Sorafenib']"
maxy-g34,maxy-G34,['maxy-G34']
ds-7300a,DS-7300a,['DS-7300a']
palonosetron,Palonosetron,"['Palonosetron Hydrochloride', 'Aloxi', 'Palonosetron']"
--u-945--galcer-pulsed_apcs,αGalCer-pulsed APCs,['αGalCer-pulsed APCs']
vls-101,VLS-101,"['VLS101', 'VLS 101', 'VLS-101']"
dcll9718s,DCLL9718S,"['RG6109', 'DCLL9718S']"
icovir-5,ICOVIR-5,"['ICOVIR5', 'Oncolytic adenovirus ICOVIR-5', 'ICOVIR-5']"
131i-psma-1095,131I-PSMA-1095,['131I-PSMA-1095']
4scar-fra,4SCAR-FRa,['4SCAR-FRa']
maraviroc,Maraviroc,"['Celsentri', 'Selzentry', 'Maraviroc']"
zw49,ZW49,"['ADC ZW49', 'ZW-49', 'ZW49']"
apg-2449,APG-2449,"['APG2449', 'APG 2449', 'APG-2449']"
alvocidib,Alvocidib,"['L-868275', 'HMR 1275', 'FLAVO', 'flavopiridol', 'Alvocidib']"
sodium_thiosulfate,Sodium thiosulfate,['Sodium thiosulfate']
